name,email,location,mobile
Repair and Maintenance,Dollars (millions),H22,Closing stocks
Repair and Maintenance,Dollars (millions),H23,Surplus before income tax
Repair and Maintenance,Dollars (millions),H24,Total assets
Repair and Maintenance,Dollars (millions),H25,Current assets
Repair and Maintenance,Dollars (millions),H26,Fixed tangible assets
Repair and Maintenance,Dollars (millions),H27,Additions to fixed assets
Repair and Maintenance,Dollars (millions),H28,Disposals of fixed assets
Repair and Maintenance,Dollars (millions),H29,Other assets
Repair and Maintenance,Dollars (millions),H30,Total equity and liabilities
Repair and Maintenance,Dollars (millions),H31,Shareholders funds or owners equity
Repair and Maintenance,Dollars (millions),H32,Current liabilities
Repair and Maintenance,Dollars (millions),H33,Other liabilities
Repair and Maintenance,Dollars,H34,Total income per employee count
Repair and Maintenance,Dollars,H35,Surplus per employee count
Repair and Maintenance,Percentage,H36,Current ratio
Repair and Maintenance,Percentage,H37,Quick ratio
Repair and Maintenance,Percentage,H39,Return on equity
Repair and Maintenance,Percentage,H40,Return on total assets
Repair and Maintenance,Percentage,H41,Liabilities structure
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H01,Total income
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H05,"Interest, dividends and donations"
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H07,Non-operating income
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H08,Total expenditure
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H09,Interest and donations
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H10,Indirect taxes
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H11,Depreciation
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H12,Salaries and wages paid
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H13,Redundancy and severance
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H19,Purchases and other operating expenses
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H20,Non-operating expenses
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H21,Opening stocks
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H22,Closing stocks
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H23,Surplus before income tax
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H24,Total assets
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H25,Current assets
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H26,Fixed tangible assets
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H27,Additions to fixed assets
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H28,Disposals of fixed assets
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H29,Other assets
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H30,Total equity and liabilities
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H31,Shareholders funds or owners equity
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H32,Current liabilities
"Personal Care, Funeral and Other Personal Services",Dollars (millions),H33,Other liabilities
"Personal Care, Funeral and Other Personal Services",Dollars,H34,Total income per employee count
"Personal Care, Funeral and Other Personal Services",Dollars,H35,Surplus per employee count
"Personal Care, Funeral and Other Personal Services",Percentage,H36,Current ratio
"Personal Care, Funeral and Other Personal Services",Percentage,H37,Quick ratio
"Personal Care, Funeral and Other Personal Services",Percentage,H39,Return on equity
"Personal Care, Funeral and Other Personal Services",Percentage,H40,Return on total assets
"Personal Care, Funeral and Other Personal Services",Percentage,H41,Liabilities structure
"Civil, Professional and Other Interest Groups",Dollars (millions),H01,Total income
"Civil, Professional and Other Interest Groups",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Civil, Professional and Other Interest Groups",Dollars (millions),H05,"Interest, dividends and donations"
"Civil, Professional and Other Interest Groups",Dollars (millions),H07,Non-operating income
"Civil, Professional and Other Interest Groups",Dollars (millions),H08,Total expenditure
"Civil, Professional and Other Interest Groups",Dollars (millions),H09,Interest and donations
"Civil, Professional and Other Interest Groups",Dollars (millions),H10,Indirect taxes
"Civil, Professional and Other Interest Groups",Dollars (millions),H11,Depreciation
"Civil, Professional and Other Interest Groups",Dollars (millions),H12,Salaries and wages paid
"Civil, Professional and Other Interest Groups",Dollars (millions),H13,Redundancy and severance
"Civil, Professional and Other Interest Groups",Dollars (millions),H19,Purchases and other operating expenses
"Civil, Professional and Other Interest Groups",Dollars (millions),H20,Non-operating expenses
"Civil, Professional and Other Interest Groups",Dollars (millions),H21,Opening stocks
"Civil, Professional and Other Interest Groups",Dollars (millions),H22,Closing stocks
"Civil, Professional and Other Interest Groups",Dollars (millions),H23,Surplus before income tax
"Civil, Professional and Other Interest Groups",Dollars (millions),H24,Total assets
"Civil, Professional and Other Interest Groups",Dollars (millions),H25,Current assets
"Civil, Professional and Other Interest Groups",Dollars (millions),H26,Fixed tangible assets
"Civil, Professional and Other Interest Groups",Dollars (millions),H27,Additions to fixed assets
"Civil, Professional and Other Interest Groups",Dollars (millions),H28,Disposals of fixed assets
"Civil, Professional and Other Interest Groups",Dollars (millions),H29,Other assets
"Civil, Professional and Other Interest Groups",Dollars (millions),H30,Total equity and liabilities
"Civil, Professional and Other Interest Groups",Dollars (millions),H31,Shareholders funds or owners equity
"Civil, Professional and Other Interest Groups",Dollars (millions),H32,Current liabilities
"Civil, Professional and Other Interest Groups",Dollars (millions),H33,Other liabilities
"Civil, Professional and Other Interest Groups",Dollars,H34,Total income per employee count
"Civil, Professional and Other Interest Groups",Dollars,H35,Surplus per employee count
"Civil, Professional and Other Interest Groups",Percentage,H36,Current ratio
"Civil, Professional and Other Interest Groups",Percentage,H37,Quick ratio
"Civil, Professional and Other Interest Groups",Percentage,H39,Return on equity
"Civil, Professional and Other Interest Groups",Percentage,H40,Return on total assets
"Civil, Professional and Other Interest Groups",Percentage,H41,Liabilities structure
Food Product Manufacturing,Dollars (millions),H01,Total income
Food Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed
Food Product Manufacturing,Dollars (millions),H03,Sales of other goods and services
Food Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations"
Food Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies"
Food Product Manufacturing,Dollars (millions),H07,Non-operating income
Food Product Manufacturing,Dollars (millions),H08,Total expenditure
Food Product Manufacturing,Dollars (millions),H09,Interest and donations
Food Product Manufacturing,Dollars (millions),H10,Indirect taxes
Food Product Manufacturing,Dollars (millions),H11,Depreciation
Food Product Manufacturing,Dollars (millions),H12,Salaries and wages paid
Food Product Manufacturing,Dollars (millions),H13,Redundancy and severance
Food Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale
Food Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses
Food Product Manufacturing,Dollars (millions),H20,Non-operating expenses
Food Product Manufacturing,Dollars (millions),H21,Opening stocks
Food Product Manufacturing,Dollars (millions),H22,Closing stocks
Food Product Manufacturing,Dollars (millions),H23,Surplus before income tax
Food Product Manufacturing,Dollars (millions),H24,Total assets
Food Product Manufacturing,Dollars (millions),H25,Current assets
Food Product Manufacturing,Dollars (millions),H26,Fixed tangible assets
Food Product Manufacturing,Dollars (millions),H27,Additions to fixed assets
Food Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets
Food Product Manufacturing,Dollars (millions),H29,Other assets
Food Product Manufacturing,Dollars (millions),H30,Total equity and liabilities
Food Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity
Food Product Manufacturing,Dollars (millions),H32,Current liabilities
Food Product Manufacturing,Dollars (millions),H33,Other liabilities
Food Product Manufacturing,Dollars,H34,Total income per employee count
Food Product Manufacturing,Dollars,H35,Surplus per employee count
Food Product Manufacturing,Percentage,H36,Current ratio
Food Product Manufacturing,Percentage,H37,Quick ratio
Food Product Manufacturing,Percentage,H38,Margin on sales of goods for resale
Food Product Manufacturing,Percentage,H39,Return on equity
Food Product Manufacturing,Percentage,H40,Return on total assets
Food Product Manufacturing,Percentage,H41,Liabilities structure
All industries,Dollars (millions),H01,Total income
All industries,Dollars (millions),H04,"Sales, government funding, grants and subsidies"
All industries,Dollars (millions),H05,"Interest, dividends and donations"
All industries,Dollars (millions),H07,Non-operating income
All industries,Dollars (millions),H08,Total expenditure
All industries,Dollars (millions),H09,Interest and donations
All industries,Dollars (millions),H10,Indirect taxes
All industries,Dollars (millions),H11,Depreciation
All industries,Dollars (millions),H12,Salaries and wages paid
All industries,Dollars (millions),H13,Redundancy and severance
All industries,Dollars (millions),H14,Salaries and wages to self employed commission agents
All industries,Dollars (millions),H19,Purchases and other operating expenses
All industries,Dollars (millions),H20,Non-operating expenses
All industries,Dollars (millions),H21,Opening stocks
All industries,Dollars (millions),H22,Closing stocks
All industries,Dollars (millions),H23,Surplus before income tax
All industries,Dollars (millions),H24,Total assets
All industries,Dollars (millions),H25,Current assets
All industries,Dollars (millions),H26,Fixed tangible assets
All industries,Dollars (millions),H29,Other assets
All industries,Dollars (millions),H30,Total equity and liabilities
All industries,Dollars (millions),H31,Shareholders funds or owners equity
All industries,Dollars (millions),H32,Current liabilities
All industries,Dollars (millions),H33,Other liabilities
All industries,Dollars,H34,Total income per employee count
All industries,Dollars,H35,Surplus per employee count
All industries,Percentage,H36,Current ratio
All industries,Percentage,H37,Quick ratio
All industries,Percentage,H39,Return on equity
All industries,Percentage,H40,Return on total assets
All industries,Percentage,H41,Liabilities structure
"Agriculture, Forestry and Fishing",Dollars (millions),H01,Total income
"Agriculture, Forestry and Fishing",Dollars (millions),H04,Sales of goods and services
"Agriculture, Forestry and Fishing",Dollars (millions),H05,"Interest, dividends and donations"
"Agriculture, Forestry and Fishing",Dollars (millions),H06,"Government funding, grants and subsidies"
"Agriculture, Forestry and Fishing",Dollars (millions),H07,Non-operating income
"Agriculture, Forestry and Fishing",Dollars (millions),H08,Total expenditure
"Agriculture, Forestry and Fishing",Dollars (millions),H09,Interest and donations
"Agriculture, Forestry and Fishing",Dollars (millions),H10,Indirect taxes
"Agriculture, Forestry and Fishing",Dollars (millions),H11,Depreciation
"Agriculture, Forestry and Fishing",Dollars (millions),H12,Salaries and wages paid
"Agriculture, Forestry and Fishing",Dollars (millions),H13,Redundancy and severance
"Agriculture, Forestry and Fishing",Dollars (millions),H19,Purchases and other operating expenses
"Agriculture, Forestry and Fishing",Dollars (millions),H20,Non-operating expenses
"Agriculture, Forestry and Fishing",Dollars (millions),H21,Opening stocks
"Agriculture, Forestry and Fishing",Dollars (millions),H22,Closing stocks
"Agriculture, Forestry and Fishing",Dollars (millions),H23,Surplus before income tax
"Agriculture, Forestry and Fishing",Dollars (millions),H24,Total assets
"Agriculture, Forestry and Fishing",Dollars (millions),H25,Current assets
"Agriculture, Forestry and Fishing",Dollars (millions),H26,Fixed tangible assets
"Agriculture, Forestry and Fishing",Dollars (millions),H29,Other assets
"Agriculture, Forestry and Fishing",Dollars (millions),H30,Total equity and liabilities
"Agriculture, Forestry and Fishing",Dollars (millions),H31,Shareholders funds or owners equity
"Agriculture, Forestry and Fishing",Dollars (millions),H32,Current liabilities
"Agriculture, Forestry and Fishing",Dollars (millions),H33,Other liabilities
"Agriculture, Forestry and Fishing",Dollars,H34,Total income per employee count
"Agriculture, Forestry and Fishing",Dollars,H35,Surplus per employee count
"Agriculture, Forestry and Fishing",Percentage,H36,Current ratio
"Agriculture, Forestry and Fishing",Percentage,H37,Quick ratio
"Agriculture, Forestry and Fishing",Percentage,H39,Return on equity
"Agriculture, Forestry and Fishing",Percentage,H40,Return on total assets
"Agriculture, Forestry and Fishing",Percentage,H41,Liabilities structure
Horticulture and Fruit Growing,Dollars (millions),H01,Total income
Horticulture and Fruit Growing,Dollars (millions),H04,"Sales, government funding, grants and subsidies"
Horticulture and Fruit Growing,Dollars (millions),H05,"Interest, dividends and donations"
Horticulture and Fruit Growing,Dollars (millions),H07,Non-operating income
Horticulture and Fruit Growing,Dollars (millions),H08,Total expenditure
Horticulture and Fruit Growing,Dollars (millions),H09,Interest and donations
Horticulture and Fruit Growing,Dollars (millions),H10,Indirect taxes
Horticulture and Fruit Growing,Dollars (millions),H11,Depreciation
Horticulture and Fruit Growing,Dollars (millions),H12,Salaries and wages paid
Horticulture and Fruit Growing,Dollars (millions),H13,Redundancy and severance
Horticulture and Fruit Growing,Dollars (millions),H19,Purchases and other operating expenses
Horticulture and Fruit Growing,Dollars (millions),H20,Non-operating expenses
Horticulture and Fruit Growing,Dollars (millions),H21,Opening stocks
Horticulture and Fruit Growing,Dollars (millions),H22,Closing stocks
Horticulture and Fruit Growing,Dollars (millions),H23,Surplus before income tax
Horticulture and Fruit Growing,Dollars (millions),H24,Total assets
Horticulture and Fruit Growing,Dollars (millions),H25,Current assets
Horticulture and Fruit Growing,Dollars (millions),H26,Fixed tangible assets
Horticulture and Fruit Growing,Dollars (millions),H29,Other assets
Horticulture and Fruit Growing,Dollars (millions),H30,Total equity and liabilities
Horticulture and Fruit Growing,Dollars (millions),H31,Shareholders funds or owners equity
Horticulture and Fruit Growing,Dollars (millions),H32,Current liabilities
Horticulture and Fruit Growing,Dollars (millions),H33,Other liabilities
Horticulture and Fruit Growing,Dollars,H34,Total income per employee count
Horticulture and Fruit Growing,Dollars,H35,Surplus per employee count
Horticulture and Fruit Growing,Percentage,H36,Current ratio
Horticulture and Fruit Growing,Percentage,H37,Quick ratio
Horticulture and Fruit Growing,Percentage,H39,Return on equity
Horticulture and Fruit Growing,Percentage,H40,Return on total assets
Horticulture and Fruit Growing,Percentage,H41,Liabilities structure
Horticulture and Fruit Growing,Dollars (millions),H01,Total income
Horticulture and Fruit Growing,Dollars (millions),H04,"Sales, government funding, grants and subsidies"
Horticulture and Fruit Growing,Dollars (millions),H05,"Interest, dividends and donations"
Horticulture and Fruit Growing,Dollars (millions),H07,Non-operating income
Horticulture and Fruit Growing,Dollars (millions),H08,Total expenditure
Horticulture and Fruit Growing,Dollars (millions),H09,Interest and donations
Horticulture and Fruit Growing,Dollars (millions),H10,Indirect taxes
Horticulture and Fruit Growing,Dollars (millions),H11,Depreciation
Horticulture and Fruit Growing,Dollars (millions),H12,Salaries and wages paid
Horticulture and Fruit Growing,Dollars (millions),H13,Redundancy and severance
Horticulture and Fruit Growing,Dollars (millions),H19,Purchases and other operating expenses
Horticulture and Fruit Growing,Dollars (millions),H20,Non-operating expenses
Horticulture and Fruit Growing,Dollars (millions),H21,Opening stocks
Horticulture and Fruit Growing,Dollars (millions),H22,Closing stocks
Horticulture and Fruit Growing,Dollars (millions),H23,Surplus before income tax
Horticulture and Fruit Growing,Dollars (millions),H24,Total assets
Horticulture and Fruit Growing,Dollars (millions),H25,Current assets
Horticulture and Fruit Growing,Dollars (millions),H26,Fixed tangible assets
Horticulture and Fruit Growing,Dollars (millions),H29,Other assets
Horticulture and Fruit Growing,Dollars (millions),H30,Total equity and liabilities
Horticulture and Fruit Growing,Dollars (millions),H31,Shareholders funds or owners equity
Horticulture and Fruit Growing,Dollars (millions),H32,Current liabilities
Horticulture and Fruit Growing,Dollars (millions),H33,Other liabilities
Horticulture and Fruit Growing,Dollars,H34,Total income per employee count
Horticulture and Fruit Growing,Dollars,H35,Surplus per employee count
Horticulture and Fruit Growing,Percentage,H36,Current ratio
Horticulture and Fruit Growing,Percentage,H37,Quick ratio
Horticulture and Fruit Growing,Percentage,H39,Return on equity
Horticulture and Fruit Growing,Percentage,H40,Return on total assets
Horticulture and Fruit Growing,Percentage,H41,Liabilities structure
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H01,Total income
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H05,"Interest, dividends and donations"
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H07,Non-operating income
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H08,Total expenditure
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H09,Interest and donations
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H10,Indirect taxes
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H11,Depreciation
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H12,Salaries and wages paid
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H13,Redundancy and severance
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H19,Purchases and other operating expenses
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H20,Non-operating expenses
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H21,Opening stocks
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H22,Closing stocks
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H23,Surplus before income tax
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H24,Total assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H25,Current assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H26,Fixed tangible assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H29,Other assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H30,Total equity and liabilities
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H31,Shareholders funds or owners equity
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H32,Current liabilities
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities
"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count
"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count
"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio
"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio
"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity
"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets
"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H01,Total income
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H05,"Interest, dividends and donations"
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H07,Non-operating income
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H08,Total expenditure
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H09,Interest and donations
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H10,Indirect taxes
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H11,Depreciation
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H12,Salaries and wages paid
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H13,Redundancy and severance
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H19,Purchases and other operating expenses
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H20,Non-operating expenses
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H21,Opening stocks
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H22,Closing stocks
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H23,Surplus before income tax
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H24,Total assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H25,Current assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H26,Fixed tangible assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H29,Other assets
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H30,Total equity and liabilities
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H31,Shareholders funds or owners equity
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H32,Current liabilities
"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities
"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count
"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count
"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio
"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio
"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity
"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets
"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure
Dairy Cattle Farming,Dollars (millions),H01,Total income
Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies"
Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations"
Dairy Cattle Farming,Dollars (millions),H07,Non-operating income
Dairy Cattle Farming,Dollars (millions),H08,Total expenditure
Dairy Cattle Farming,Dollars (millions),H09,Interest and donations
Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes
Dairy Cattle Farming,Dollars (millions),H11,Depreciation
Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid
Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance
Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses
Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses
Dairy Cattle Farming,Dollars (millions),H21,Opening stocks
Dairy Cattle Farming,Dollars (millions),H22,Closing stocks
Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax
Dairy Cattle Farming,Dollars (millions),H24,Total assets
Dairy Cattle Farming,Dollars (millions),H25,Current assets
Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets
Dairy Cattle Farming,Dollars (millions),H29,Other assets
Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities
Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity
Dairy Cattle Farming,Dollars (millions),H32,Current liabilities
Dairy Cattle Farming,Dollars (millions),H33,Other liabilities
Dairy Cattle Farming,Dollars,H34,Total income per employee count
Dairy Cattle Farming,Dollars,H35,Surplus per employee count
Dairy Cattle Farming,Percentage,H36,Current ratio
Dairy Cattle Farming,Percentage,H37,Quick ratio
Dairy Cattle Farming,Percentage,H39,Return on equity
Dairy Cattle Farming,Percentage,H40,Return on total assets
Dairy Cattle Farming,Percentage,H41,Liabilities structure
Dairy Cattle Farming,Dollars (millions),H01,Total income
Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies"
Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations"
Dairy Cattle Farming,Dollars (millions),H07,Non-operating income
Dairy Cattle Farming,Dollars (millions),H08,Total expenditure
Dairy Cattle Farming,Dollars (millions),H09,Interest and donations
Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes
Dairy Cattle Farming,Dollars (millions),H11,Depreciation
Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid
Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance
Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses
Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses
Dairy Cattle Farming,Dollars (millions),H21,Opening stocks
Dairy Cattle Farming,Dollars (millions),H22,Closing stocks
Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax
Dairy Cattle Farming,Dollars (millions),H24,Total assets
Dairy Cattle Farming,Dollars (millions),H25,Current assets
Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets
Dairy Cattle Farming,Dollars (millions),H29,Other assets
Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities
Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity
Dairy Cattle Farming,Dollars (millions),H32,Current liabilities
Dairy Cattle Farming,Dollars (millions),H33,Other liabilities
Dairy Cattle Farming,Dollars,H34,Total income per employee count
Dairy Cattle Farming,Dollars,H35,Surplus per employee count
Dairy Cattle Farming,Percentage,H36,Current ratio
Dairy Cattle Farming,Percentage,H37,Quick ratio
Dairy Cattle Farming,Percentage,H39,Return on equity
Dairy Cattle Farming,Percentage,H40,Return on total assets
Dairy Cattle Farming,Percentage,H41,Liabilities structure
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations"
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities
"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count
"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count
"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio
"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio
"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity
"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets
"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies"
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations"
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities
"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity
